"STATION","NAME","DATE","CDSD","CLDD","DP01","DP05","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1989-06","147","117","11","3","2","0","0","0","0","0","28","1","46","0","0.0","1.59","90","6529","29","5.26","0.0","67.9","77.8","58.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1989-07","378","231","8","2","0","0","0","0","0","0","30","1","52","0","0.0","0.83","91","1","1","2.78","0.0","72.4","82.6","62.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1989-08","539","161","6","3","1","0","0","0","0","0","30","0","44","0","0.0","1.00","89","20","19","3.70","0.0","69.6","79.9","59.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1989-09","601","62","9","4","1","0","0","0","2","0","21","0","32","0","0.0","1.06","85","177","157","4.52","0.0","61.8","72.0","51.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1989-10","609","8","7","1","0","1","1","0","5","0","14","0","27","1","2.4","0.51","83","555","379","1.80","2.8","53.0","64.0","42.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1989-11","609","0","7","3","1","3","1","0","18","5","0","0","11","2","2.9","1.00","69","1379","823","3.46","4.7","37.6","45.6","29.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1989-12","609","0","6","1","0","29","6","7","31","25","0","0","-9","7","3.8","0.54","39","2844","1465","1.86","16.2","17.7","25.0","10.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1990-01","0","0","7","0","0","11","2","0","25","4","0","0","19","4","2.4","0.47","52","3833","989","2.03","6.4","33.1","39.4","26.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1990-02","0","0","8","5","2","16","4","1","22","7","0","0","-1","8","6.9","1.88","60","4806","973","6.21","17.0","30.2","38.0","22.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1990-03","2","2","6","0","0","9","1","0","19","3","4","0","7","7","5.5","0.45","76","5608","802","2.19","7.0","39.2","47.9","30.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1990-04","39","37","7","2","1","0","1","0","15","0","9","0","20","0","1.3","1.01","87","6118","510","3.63","2.8","49.3","60.2","38.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1990-05","44","5","9","4","0","0","0","0","0","0","14","0","35","0","0.0","0.86","79","6382","264","3.95","0.0","56.6","67.3","46.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1990-06","170","125","7","2","0","0","0","0","0","0","27","2","41","0","0.0","0.64","91","6414","32","3.14","0.0","68.1","78.6","57.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1990-07","392","223","7","0","0","0","0","0","0","0","30","4","49","0","0.0","0.38","97","4","4","1.72","0.0","72.0","83.2","60.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1990-08","553","160","7","5","1","0","0","0","0","0","29","1","50","0","0.0","3.60","92","13","8","7.24","0.0","69.9","79.4","60.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1990-09","640","88","6","4","1","0","0","0","0","0","20","0","38","0","0.0","2.66","89","142","129","5.37","0.0","63.6","73.5","53.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1990-10","650","9","5","3","2","0","0","0","5","0","8","0","27","0","0.0","1.34","82","553","411","4.20","0.0","52.1","63.6","40.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1990-11","650","0","5","1","1","0","0","0","16","0","3","0","23","0","0.1","1.78","72","1206","653","2.86","0.2","43.2","52.6","33.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1990-12","650","0","9","4","2","15","5","1","26","8","0","0","0","7","4.6","1.13","54","2243","1038","4.69","17.4","31.5","38.9","24.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1991-01","0","0","6","0","0","29","5","2","30","19","0","0","0","3","2.5","0.36","45","3511","1268","1.74","11.9","24.1","31.0","17.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1991-02","0","0","5","1","0","7","3","0","24","10","0","0","4","9","5.8","0.60","55","4455","944","1.63","12.8","31.3","39.4","23.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1991-03","0","0","6","1","0","0","0","0","18","0","2","0","14","0","0.4","0.66","72","5223","768","2.19","0.6","40.2","50.8","29.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1991-04","12","12","7","1","1","0","0","0","6","0","9","0","23","0","0.1","1.00","81","5648","425","2.93","0.1","51.2","60.9","41.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1991-05","177","165","7","4","1","0","0","0","0","0","22","1","35","0","0.0","1.16","90","5793","144","3.43","0.0","65.6","76.8","54.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1991-06","384","208","6","1","0","0","0","0","0","0","30","3","48","0","0.0","0.74","91","5803","11","1.99","0.0","71.8","83.5","60.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1991-07","654","269","9","1","0","0","0","0","0","0","31","9","54","0","0.0","0.50","95","0","0","2.46","0.0","73.7","84.2","63.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1991-08","882","228","9","5","1","0","0","0","0","0","31","4","50","0","0.0","1.56","92","0","0","5.83","0.0","72.4","83.3","61.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1991-09","967","85","3","1","0","0","0","0","1","0","18","1","30","0","0.0","0.66","90","184","183","1.23","0.0","61.7","73.0","50.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1991-10","978","11","7","3","0","0","0","0","2","0","10","0","26","0","0.0","0.77","81","514","330","3.56","0.0","54.7","64.1","45.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1991-11","978","0","8","2","1","0","1","0","15","6","0","0","13","0","1.0","1.06","62","1311","797","3.45","2.1","37.4","44.9","29.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1991-12","978","0","8","1","0","10","6","0","28","9","0","0","8","4","3.3","0.63","58","2366","1055","2.42","11.9","31.0","37.3","24.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1992-01","0","0","8","1","1","20","7","1","27","9","0","0","-1","11","9.4","1.54","42","3540","1174","3.00","22.2","27.1","33.1","21.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1992-02","0","0","4","1","0","15","0","0","27","7","0","0","5","4","0.8","0.65","46","4542","1002","1.36","3.5","30.5","36.9","24.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1992-03","0","0","6","3","0","6","4","0","23","5","0","0","7","6","8.0","0.97","63","5465","922","3.44","14.0","35.2","45.0","25.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1992-04","2","2","13","2","0","0","0","0","9","1","3","0","21","0","0.9","0.88","74","6021","556","4.10","1.9","46.5","56.4","36.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1992-05","41","39","4","0","0","0","0","0","0","0","21","0","33","0","0.0","0.47","86","6251","230","1.24","0.0","58.8","71.8","45.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1992-06","103","62","5","1","1","0","0","0","0","0","25","2","40","0","0.0","1.63","91","6320","69","2.73","0.0","64.8","76.7","52.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1992-07","233","130","13","4","0","0","0","0","0","0","28","0","50","0","0.0","0.74","84","20","20","5.01","0.0","68.5","77.1","60.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1992-08","328","95","7","3","2","0","0","0","0","0","27","1","46","0","0.0","1.12","91","67","47","3.54","0.0","66.5","76.4","56.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1992-09","388","60","10","3","0","0","0","0","0","0","17","0","35","0","0.0","0.90","81","222","155","4.70","0.0","61.8","71.6","52.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1992-10","390","2","5","2","1","0","1","0","6","0","6","0","26","0","1.1","1.32","80","696","474","3.03","1.2","49.8","59.7","39.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1992-11","390","0","9","2","1","0","0","0","12","1","0","0","24","0","0.6","1.32","60","1495","799","4.37","1.7","38.4","43.3","33.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1992-12","390","0","6","2","0","4","1","0","26","7","0","0","9","4","5.2","0.86","55","2494","999","2.54","7.3","31.6","36.8","26.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1993-01","0","0","9","3","1","21","5","0","29","15","0","0","5","7","7.4","1.44","53","3652","1157","4.38","15.7","27.7","33.7","21.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1993-02","0","0","5","1","0","17","7","1","28","15","0","0","-3","9","5.7","0.59","49","4801","1149","1.91","20.6","24.0","32.1","15.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1993-03","0","0","6","1","0","24","5","0","24","7","0","0","3","7","6.1","0.52","64","5782","981","2.50","19.0","33.3","40.8","25.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1993-04","0","0","11","2","1","3","2","0","13","0","4","0","24","5","5.1","1.00","71","6330","547","4.22","8.7","46.7","56.8","36.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1993-05","12","12","4","1","0","0","0","0","0","0","21","0","39","0","0.0","0.60","84","6505","175","1.32","0.0","59.8","71.6","47.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1993-06","117","105","10","4","1","0","0","0","0","0","25","0","37","0","0.0","1.00","86","6575","70","4.48","0.0","66.2","75.9","56.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1993-07","382","265","6","2","0","0","0","0","0","0","31","5","54","0","0.0","0.91","92","0","0","3.04","0.0","73.5","83.0","64.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1993-08","622","239","5","2","0","0","0","0","0","0","31","3","50","0","0.0","0.87","93","11","11","2.23","0.0","72.4","82.2","62.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1993-09","643","22","8","4","2","0","0","0","1","0","11","0","32","0","0.0","1.21","84","220","209","5.12","0.0","58.7","67.0","50.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1993-10","644","1","5","2","0","0","0","0","8","0","5","0","28","0","0.6","0.86","81","694","474","2.26","0.6","49.7","60.0","39.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1993-11","644","0","9","1","0","1","1","0","17","1","0","0","19","1","1.1","0.65","59","1483","788","2.11","2.0","38.7","46.2","31.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1993-12","644","0","4","0","0","11","4","1","24","10","0","0","-1","2","1.5","0.27","52","2616","1133","1.09","6.9","28.5","34.4","22.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1994-01","0","0","7","2","1","29","9","9","30","21","0","0","-22","9","6.9","1.00","40","4118","1502","3.29","23.0","16.5","24.5","8.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1994-02","0","0","4","0","0","24","5","3","26","18","0","0","-7","9","5.3","0.42","59","5300","1182","1.58","17.2","22.8","32.0","13.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1994-03","0","0","5","1","1","4","2","0","25","1","1","0","11","4","1.3","1.09","70","6200","900","2.46","5.1","36.0","45.7","26.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1994-04","23","23","10","3","0","1","1","0","8","0","7","0","21","2","3.7","0.91","84","6659","459","3.94","4.1","50.5","62.0","38.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1994-05","59","36","2","0","0","0","0","0","0","0","13","0","33","0","0.0","0.46","88","6921","262","1.24","0.0","57.5","69.9","45.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1994-06","243","184","8","4","2","0","0","0","0","0","29","5","39","0","0.0","1.27","95","6957","35","5.06","0.0","70.0","81.8","58.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1994-07","470","226","4","2","1","0","0","0","0","0","31","2","53","0","0.0","1.12","90","1","1","2.39","0.0","72.3","82.3","62.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1994-08","600","130","7","3","0","0","0","0","0","0","29","0","45","0","0.0","0.81","88","31","30","3.07","0.0","68.3","78.4","58.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1994-09","680","80","4","2","0","0","0","0","0","0","24","1","41","0","0.0","0.63","91","116","85","1.61","0.0","64.8","75.9","53.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1994-10","682","1","4","3","1","0","0","0","1","0","6","0","32","0","0.0","1.39","78","485","368","3.04","0.0","53.1","63.1","43.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1994-11","682","0","6","3","0","0","0","0","13","0","0","0","19","0","0.2","0.83","64","1108","623","3.50","0.2","44.2","52.4","36.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1994-12","682","0","6","2","1","10","1","0","24","5","0","0","12","8","9.6","1.24","55","2072","964","3.15","11.6","33.9","40.0","27.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1995-01","0","0","11","2","0","23","9","1","28","20","0","0","0","9","5.6","0.93","60","3253","1181","3.67","24.3","26.9","32.6","21.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1995-02","0","0","2","0","0","21","2","3","27","12","0","0","-4","5","5.4","0.46","49","4397","1144","1.20","10.9","24.2","32.2","16.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1995-03","0","0","6","1","0","9","1","0","21","5","3","0","6","3","1.9","0.70","72","5233","835","2.00","4.3","38.0","48.7","27.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1995-04","0","0","9","3","0","2","1","0","11","0","1","0","14","2","2.8","0.98","70","5838","605","4.10","3.2","44.8","55.0","34.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1995-05","11","11","8","1","1","0","0","0","0","0","18","0","38","0","0.0","1.10","79","6026","188","2.94","0.0","59.3","69.9","48.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1995-06","192","182","4","2","1","0","0","0","0","0","29","4","45","0","0.0","1.02","95","6042","15","2.47","0.0","70.5","82.0","59.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1995-07","473","280","6","2","1","0","0","0","0","0","31","5","48","0","0.0","2.08","98","6","6","4.31","0.0","73.8","84.3","63.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1995-08","810","337","8","2","2","0","0","0","0","0","30","6","55","0","0.0","1.27","94","6","0","4.02","0.0","76.2","85.3","67.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1995-09","865","55","4","1","0","0","0","0","0","0","20","0","33","0","0.0","0.57","87","161","154","1.35","0.0","61.7","73.5","49.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1995-10","869","4","8","4","0","0","0","0","1","0","12","0","30","0","0.0","0.84","82","499","338","3.69","0.0","54.2","63.9","44.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1995-11","869","0","6","2","1","0","1","0","26","5","0","0","14","0","1.2","1.31","62","1431","932","3.82","4.8","33.2","40.9","25.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1995-12","869","0","2","1","0","23","3","0","28","19","0","0","2","3","3.6","0.53","50","2681","1250","1.28","10.7","24.7","30.9","18.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1996-01","0","0","6","1","0","16","5","1","30","17","0","0","0","5","3.0","0.65","59","3962","1281","2.35","11.0","23.7","31.7","15.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1996-02","0","0","5","1","0","7","3","7","22","14","0","0","-10","4","3.2","0.57","55","5101","1139","1.86","8.4","25.7","34.1","17.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1996-03","0","0","4","2","1","13","5","2","27","11","0","0","0","6","6.5","1.17","64","6179","1078","2.33","15.2","30.2","40.2","20.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1996-04","0","0","10","3","1","0","0","0","15","0","5","0","19","0","0.5","1.01","75","6785","606","4.42","1.0","44.8","55.9","33.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1996-05","38","38","6","3","0","0","0","0","1","0","10","0","29","0","0.0","0.96","88","7081","296","2.85","0.0","56.7","66.9","46.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1996-06","205","168","9","2","1","0","0","0","0","0","29","2","48","0","0.0","1.68","92","7096","15","3.93","0.0","70.1","79.4","60.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1996-07","373","167","4","0","0","0","0","0","0","0","31","0","48","0","0.0","0.38","89","15","15","1.34","0.0","69.9","81.2","58.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1996-08","603","231","4","0","0","0","0","0","0","0","31","4","55","0","0.0","0.32","93","15","0","0.93","0.0","72.4","83.7","61.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1996-09","673","69","11","4","1","0","0","0","0","0","17","0","37","0","0.0","1.08","86","136","121","4.92","0.0","63.3","72.6","54.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1996-10","673","0","5","2","0","0","0","0","4","0","8","0","30","0","0.0","0.88","77","545","409","2.68","0.0","51.8","61.8","41.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1996-11","673","0","7","1","1","6","4","0","24","8","0","0","12","4","2.2","1.90","62","1489","944","3.06","8.9","33.5","40.2","26.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1996-12","673","0","11","1","0","15","5","0","27","8","0","0","3","4","4.0","0.64","55","2568","1079","3.41","15.9","30.2","35.1","25.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1997-01","0","0","11","0","0","21","11","4","27","19","0","0","-7","7","3.6","0.39","59","3853","1285","2.70","25.0","22.2","30.3","14.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1997-02","0","0","8","4","2","17","3","0","25","11","0","0","4","3","2.8","1.41","59","4824","971","4.58","9.1","30.3","37.2","23.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1997-03","0","0","8","2","1","2","3","0","22","3","2","0","11","1","3.0","1.65","71","5679","855","4.15","8.4","37.4","46.4","28.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1997-04","0","0","5","1","0","0","0","0","11","0","2","0","17","0","0.5","0.60","71","6248","569","1.70","0.5","46.0","56.8","35.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1997-05","0","0","10","4","2","0","0","0","1","0","4","0","32","0","0.0","1.11","75","6660","412","5.49","0.0","51.7","62.3","41.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1997-06","149","149","6","2","0","0","0","0","0","0","27","1","46","0","0.0","0.81","91","6699","39","2.73","0.0","68.7","78.8","58.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1997-07","361","212","6","2","1","0","0","0","0","0","30","6","49","0","0.0","2.01","94","8","8","4.45","0.0","71.6","82.3","60.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1997-08","458","97","9","2","1","0","0","0","0","0","27","0","48","0","0.0","1.09","87","30","22","3.71","0.0","67.4","76.2","58.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1997-09","493","35","6","3","1","0","0","0","0","0","20","0","38","0","0.0","1.31","82","139","109","3.48","0.0","62.6","72.0","53.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1997-10","522","29","6","2","0","0","0","0","6","0","9","0","26","0","0.8","0.67","83","586","447","2.71","0.8","51.5","61.1","42.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1997-11","522","0","8","0","0","5","3","0","16","0","0","0","14","3","2.9","0.32","56","1439","853","1.76","8.1","36.6","42.0","31.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1997-12","522","0","7","1","0","12","3","0","26","10","0","0","6","7","7.3","0.76","47","2491","1052","2.32","13.5","31.1","35.5","26.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1998-01","0","0","8","2","0","17","5","0","25","11","0","0","8","6","3.6","0.73","54","3522","1030","3.33","10.7","31.7","36.8","26.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1998-02","0","0","6","3","1","0","0","0","19","0","0","0","20","0","0.3","1.68","58","4344","822","3.35","0.4","35.7","42.8","28.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1998-03","7","7","11","3","1","4","4","0","21","4","6","0","9","5","5.0","1.37","80","5181","838","5.07","12.5","38.2","45.5","30.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1998-04","7","0","7","2","1","0","0","0","6","0","3","0","28","0","0.0","1.48","72","5621","440","3.51","0.0","50.3","61.4","39.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1998-05","90","83","6","1","0","0","0","0","0","0","26","0","42","0","0.0","0.71","89","5689","68","1.95","0.0","65.5","77.0","53.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1998-06","285","195","8","3","0","0","0","0","0","0","24","3","38","0","0.0","0.93","94","5770","81","3.94","0.0","68.8","79.8","57.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1998-07","539","254","6","1","0","0","0","0","0","0","31","5","51","0","0.0","0.68","96","0","0","1.81","0.0","73.2","84.8","61.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1998-08","788","249","9","3","2","0","0","0","0","0","31","1","48","0","0.0","4.54","90","4","4","8.63","0.0","72.9","83.2","62.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1998-09","928","140","4","2","0","0","0","0","0","0","27","2","41","0","0.0","0.50","90","47","43","1.84","0.0","68.2","80.0","56.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1998-10","932","5","4","1","1",,"0","0","1","0","8","0","32",,"0.0","1.89","78","383","336","2.49","0.0","54.3","64.3","44.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1998-11","932","0","4","1","0","0","0","0","11","0","0","0","25","0","0.3","0.73","66","1026","643","1.52","0.3","43.6","51.0","36.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1998-12","932","0","5","1","0","0","1","0","22","7","0","0","7","0","1.5","0.66","67","1940","914","1.73","2.6","35.5","43.6","27.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1999-01","0","0","11","4","0","30","9","5","28","15","0","0","-9","18","10.1","0.97","54","3252","1313","5.01","36.1","22.7","30.4","14.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1999-02","0","0","5","0","0","4","3","0","26","8","0","0","9","6","5.9","0.46","67","4180","928","1.89","11.2","31.9","39.8","24.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1999-03","0","0","4","1","0","13","5","0","26","4","1","0","3","8","8.0","0.79","73","5138","958","1.91","17.5","34.1","43.9","24.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1999-04","2","2","7","5","1","0","0","0","3","0","6","0","30","0","0.0","1.30","77","5559","421","4.80","0.0","51.0","62.0","40.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1999-05","57","55","5","1","1","0","0","0","0","0","24","0","41","0","0.0","1.72","89","5688","129","2.87","0.0","62.6","74.8","50.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1999-06","257","200","7","3","1","0","0","0","0","0","28","5","43","0","0.0","1.00","93","5731","43","3.30","0.0","70.2","80.8","59.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1999-07","601","344","9","4","2","0","0","0","0","0","31","11","52","0","0.0","1.35","96","0","0","5.58","0.0","76.1","86.5","65.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1999-08","743","142","7","2","0","0","0","0","0","0","31","0","50","0","0.0","0.60","89","8","8","2.24","0.0","69.3","79.6","59.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1999-09","849","106","3","1","1","0","0","0","0","0","26","1","36","0","0.0","2.12","91","84","76","2.62","0.0","66.0","79.4","52.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1999-10","851","1","4","2","0","0","0","0","4","0","8","0","30","0","0.0","0.56","77","504","420","1.64","0.0","51.5","62.0","41.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1999-11","851","0","5","0","0","0","0","0","12","0","2","0","22","0","0.0","0.36","75","1100","596","1.34","0.0","45.1","54.9","35.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1999-12","851","0","7","3","0","4","3","0","25","10","0","0","6","2","4.9","0.89","60","2150","1049","3.13","10.9","31.2","37.6","24.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","2000-01","0","0","8","0","0","19","4","3","28","19","0","0","-2","8","4.9","0.33","56","3416","1266","1.96","16.1","24.2","32.2","16.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","2000-02","0","0","7","0","0","22","5","0","23","11","0","0","8","10","3.1","0.35","65","4360","944","1.71","12.8","32.4","40.3","24.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","2000-03","1","1","5","0","0","0","0","0","16","1","3","0","19","0","0.3","0.38","78","5032","672","1.31","0.8","43.3","53.6","33.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","2000-04","1","0","5","1","1","0","1","0","7","0","4","0","26","0","1.8","2.09","76","5534","502","3.35","2.5","48.3","59.2","37.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","2000-05","62","61","10","4","2","0","0","0","0","0","20","0","40","0","0.0","1.33","85","5697","162","5.58","0.0","61.7","72.5","51.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","2000-06","211","148","11","4","1","0","0","0","0","0","27","0","44","0","0.0","3.17","89","5736","39","7.31","0.0","68.6","78.7","58.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","2000-07","346","135","8","4","2","0","0","0","0","0","31","0","51","0","0.0","1.26","86","7","7","5.15","0.0","69.1","78.5","59.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","2000-08","524","178","9","5","1","0","0","0","0","0","31","0","47","0","0.0","1.56","89","23","16","4.73","0.0","70.2","80.2","60.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","2000-09","606","83","5","3","2","0","0","0","0","0","21","0","38","0","0.0","1.61","88","170","147","4.94","0.0","62.9","73.4","52.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","2000-10",,,"5","2","1","0","0","0","3",,,,"30","0","0.0","1.41",,,,"3.20","0.0",,,"44.5"
